"","gender","race","education","state","age","employment","trump"
"4277","Male","White","Undergraduates or similar degree","SC","Age_60-74","unemployed",1
"4278","Male","White","Undergraduates or similar degree","SC","Age_60-74","unemployed",1
"4279","Male","White","Undergraduates or similar degree","SC","Age_60-74","unemployed",1
"4280","Male","White","Undergraduates or similar degree","SC","Age_60-74","unemployed",0
"4281","Male","White",NA,"SC","Age_45-59","employed",1
"4282","Female","White","Highschool","SD","Age_18-29","unemployed",0
"4283","Female","White","Highschool","SD","Age_45-59","unemployed",1
"4284","Female","White","Undergraduates or similar degree","SD","Age_30-44","unemployed",0
"4285","Female","White","Undergraduates or similar degree","SD","Age_45-59","employed",1
"4286","Male","Others","Highschool","SD","Age_18-29","unemployed",0
"4287","Male","White","Undergraduates or similar degree","SD","Age_30-44","employed",1
"4288","Male","White","Undergraduates or similar degree","SD","Age_30-44","employed",1
"4289","Male","White","Undergraduates or similar degree","SD","Age_30-44","employed",0
"4290","Male","White","Undergraduates or similar degree","SD","Age_30-44","unemployed",0
"4291","Male","White","Undergraduates or similar degree","SD","Age_45-59","employed",1
"4292","Male","White","Undergraduates or similar degree","SD","Age_60-74","employed",1
"4293","Male","White","Undergraduates or similar degree","SD","Age_60-74","employed",1
"4294","Male","White",NA,"SD","Age_30-44","unemployed",1
"4295","Female","Black","Graduates or higher degree","TN","Age_30-44","unemployed",1
"4296","Female","Black","Highschool","TN","Age_18-29","unemployed",0
"4297","Female","Black","Undergraduates or similar degree","TN","Age_18-29","employed",0
"4298","Female","Black","Undergraduates or similar degree","TN","Age_18-29","employed",0
"4299","Female","Black","Undergraduates or similar degree","TN","Age_18-29","unemployed",0
"4300","Female","Black","Undergraduates or similar degree","TN","Age_18-29","unemployed",0
"4301","Female","Black","Undergraduates or similar degree","TN","Age_18-29","unemployed",0
"4302","Female","Black","Undergraduates or similar degree","TN","Age_45-59","employed",0
"4303","Female","Others","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4304","Female","White","Graduates or higher degree","TN","Age_30-44","employed",0
"4305","Female","White","Graduates or higher degree","TN","Age_30-44","employed",1
"4306","Female","White","Graduates or higher degree","TN","Age_75+","unemployed",1
"4307","Female","White","Highschool","TN","Age_30-44","employed",1
"4308","Female","White","Highschool","TN","Age_45-59","employed",1
"4309","Female","White","Highschool","TN","Age_45-59","employed",1
"4310","Female","White","Highschool","TN","Age_45-59","unemployed",1
"4311","Female","White","Highschool","TN","Age_60-74","employed",1
"4312","Female","White","Highschool","TN","Age_60-74","unemployed",1
"4313","Female","White","Highschool","TN","Age_60-74","unemployed",1
"4314","Female","White","Undergraduates or similar degree","TN","Age_18-29","employed",0
"4315","Female","White","Undergraduates or similar degree","TN","Age_18-29","employed",1
"4316","Female","White","Undergraduates or similar degree","TN","Age_18-29","employed",0
"4317","Female","White","Undergraduates or similar degree","TN","Age_18-29","employed",1
"4318","Female","White","Undergraduates or similar degree","TN","Age_30-44","employed",1
"4319","Female","White","Undergraduates or similar degree","TN","Age_30-44","employed",1
"4320","Female","White","Undergraduates or similar degree","TN","Age_30-44","employed",1
"4321","Female","White","Undergraduates or similar degree","TN","Age_30-44","unemployed",1
"4322","Female","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4323","Female","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4324","Female","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4325","Female","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",0
"4326","Female","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",0
"4327","Female","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",0
"4328","Female","White","Undergraduates or similar degree","TN","Age_60-74","employed",1
"4329","Female","White","Undergraduates or similar degree","TN","Age_60-74","employed",1
"4330","Female","White","Undergraduates or similar degree","TN","Age_60-74","employed",1
"4331","Female","White","Undergraduates or similar degree","TN","Age_60-74","employed",1
"4332","Female","White","Undergraduates or similar degree","TN","Age_60-74","employed",1
"4333","Female","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4334","Female","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",0
"4335","Female","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4336","Female","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4337","Female","White","Undergraduates or similar degree","TN","Age_75+","unemployed",0
"4338","Female","White","Undergraduates or similar degree","TN","Age_75+","unemployed",1
"4339","Female","White","Undergraduates or similar degree","TN","Age_75+","unemployed",0
"4340","Female","White",NA,"TN","Age_18-29","employed",1
"4341","Female","White",NA,"TN","Age_18-29","unemployed",0
"4342","Female","White",NA,"TN","Age_45-59","unemployed",1
"4343","Female","White",NA,"TN","Age_60-74","unemployed",0
"4344","Male","Black","Less than highschool","TN","Age_30-44","employed",0
"4345","Male","Black","Undergraduates or similar degree","TN","Age_30-44","employed",0
"4346","Male","Black","Undergraduates or similar degree","TN","Age_30-44","unemployed",1
"4347","Male","Black","Undergraduates or similar degree","TN","Age_45-59","employed",0
"4348","Male","Black","Undergraduates or similar degree","TN","Age_45-59","unemployed",0
"4349","Male","Black",NA,"TN","Age_18-29","employed",0
"4350","Male","Others","Highschool","TN","Age_60-74","employed",1
"4351","Male","Others","Undergraduates or similar degree","TN","Age_30-44","employed",0
"4352","Male","White","Graduates or higher degree","TN","Age_30-44","employed",1
"4353","Male","White","Graduates or higher degree","TN","Age_30-44","employed",1
"4354","Male","White","Graduates or higher degree","TN","Age_30-44","employed",0
"4355","Male","White","Highschool","TN","Age_18-29","employed",1
"4356","Male","White","Highschool","TN","Age_30-44","unemployed",1
"4357","Male","White","Highschool","TN","Age_30-44","unemployed",1
"4358","Male","White","Highschool","TN","Age_30-44",NA,1
"4359","Male","White","Highschool","TN","Age_45-59","employed",1
"4360","Male","White","Highschool","TN","Age_60-74","unemployed",1
"4361","Male","White","Undergraduates or similar degree","TN","Age_18-29","employed",0
"4362","Male","White","Undergraduates or similar degree","TN","Age_30-44","employed",1
"4363","Male","White","Undergraduates or similar degree","TN","Age_30-44","employed",1
"4364","Male","White","Undergraduates or similar degree","TN","Age_30-44","employed",0
"4365","Male","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4366","Male","White","Undergraduates or similar degree","TN","Age_45-59","employed",0
"4367","Male","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4368","Male","White","Undergraduates or similar degree","TN","Age_45-59","employed",1
"4369","Male","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",1
"4370","Male","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",1
"4371","Male","White","Undergraduates or similar degree","TN","Age_45-59","unemployed",1
"4372","Male","White","Undergraduates or similar degree","TN","Age_60-74","employed",0
"4373","Male","White","Undergraduates or similar degree","TN","Age_60-74","employed",0
"4374","Male","White","Undergraduates or similar degree","TN","Age_60-74","employed",0
"4375","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",0
"4376","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",0
"4377","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4378","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4379","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4380","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4381","Male","White","Undergraduates or similar degree","TN","Age_60-74","unemployed",1
"4382","Male","White","Undergraduates or similar degree","TN","Age_75+","unemployed",1
"4383","Male","White",NA,"TN","Age_30-44","employed",1
"4384","Male","White",NA,"TN","Age_30-44","employed",1
"4385","Male","White",NA,"TN","Age_30-44","employed",1
"4386","Male","White",NA,"TN","Age_30-44","employed",0
"4387","Male",NA,NA,"TN","Age_18-29","unemployed",0
"4388","Female","Asian","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4389","Female","Asian","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4390","Female","Asian","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4391","Female","Asian","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4392","Female","Asian","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4393","Female","Asian",NA,"TX","Age_18-29","unemployed",0
"4394","Female","Black","Graduates or higher degree","TX","Age_18-29","employed",0
"4395","Female","Black","Graduates or higher degree","TX","Age_18-29","employed",0
"4396","Female","Black","Graduates or higher degree","TX","Age_45-59","employed",1
"4397","Female","Black","Graduates or higher degree","TX","Age_45-59","employed",0
"4398","Female","Black","Graduates or higher degree","TX","Age_45-59","unemployed",0
"4399","Female","Black","Graduates or higher degree","TX","Age_60-74","employed",0
"4400","Female","Black","Graduates or higher degree","TX","Age_60-74","unemployed",0
"4401","Female","Black","Highschool","TX","Age_18-29","employed",1
"4402","Female","Black","Highschool","TX","Age_18-29","employed",0
"4403","Female","Black","Highschool","TX","Age_18-29","employed",0
"4404","Female","Black","Highschool","TX","Age_18-29","unemployed",0
"4405","Female","Black","Highschool","TX","Age_30-44","unemployed",0
"4406","Female","Black","Highschool","TX","Age_60-74","unemployed",0
"4407","Female","Black","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4408","Female","Black","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4409","Female","Black","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4410","Female","Black","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4411","Female","Black","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4412","Female","Black","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4413","Female","Black","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4414","Female","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4415","Female","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4416","Female","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4417","Female","Black","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4418","Female","Black","Undergraduates or similar degree","TX","Age_30-44",NA,0
"4419","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4420","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4421","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4422","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4423","Female","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4424","Female","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4425","Female","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4426","Female","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4427","Female","Black","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4428","Female","Black","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4429","Female","Black",NA,"TX","Age_18-29","employed",0
"4430","Female","Black",NA,"TX","Age_18-29","unemployed",0
"4431","Female","Black",NA,"TX","Age_18-29","unemployed",0
"4432","Female","Black",NA,"TX","Age_30-44","employed",1
"4433","Female","Black",NA,"TX","Age_30-44","employed",0
"4434","Female","Black",NA,"TX","Age_45-59","employed",0
"4435","Female","Others","Highschool","TX","Age_18-29","unemployed",0
"4436","Female","Others","Highschool","TX","Age_60-74","employed",1
"4437","Female","Others","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4438","Female","Others","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4439","Female","Others","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4440","Female","Others","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4441","Female","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4442","Female","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4443","Female","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4444","Female","Others","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4445","Female","Others","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4446","Female","Others","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4447","Female","Others","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4448","Female","Others","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4449","Female","Others","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4450","Female","Others","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4451","Female","Others","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4452","Female","Others","Undergraduates or similar degree","TX","Age_60-74","employed",1
"4453","Female","Others","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4454","Female","Others","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4455","Female","Others",NA,"TX","Age_18-29","employed",1
"4456","Female","Others",NA,"TX","Age_18-29","employed",0
"4457","Female","Others",NA,"TX","Age_18-29","unemployed",0
"4458","Female","Others",NA,"TX","Age_30-44","employed",0
"4459","Female","Others",NA,"TX","Age_30-44","unemployed",0
"4460","Female","Others",NA,"TX","Age_30-44","unemployed",0
"4461","Female","Others",NA,"TX","Age_30-44",NA,0
"4462","Female","Others",NA,"TX","Age_45-59","employed",1
"4463","Female","Others",NA,"TX","Age_60-74","unemployed",1
"4464","Female","White","Graduates or higher degree","TX","Age_18-29","employed",1
"4465","Female","White","Graduates or higher degree","TX","Age_45-59","employed",0
"4466","Female","White","Graduates or higher degree","TX","Age_45-59","unemployed",1
"4467","Female","White","Graduates or higher degree","TX","Age_60-74","unemployed",0
"4468","Female","White","Graduates or higher degree","TX","Age_60-74","unemployed",1
"4469","Female","White","Graduates or higher degree","TX","Age_60-74","unemployed",0
"4470","Female","White","Highschool","TX","Age_18-29","employed",0
"4471","Female","White","Highschool","TX","Age_18-29","employed",0
"4472","Female","White","Highschool","TX","Age_18-29","employed",0
"4473","Female","White","Highschool","TX","Age_18-29","employed",0
"4474","Female","White","Highschool","TX","Age_18-29","unemployed",1
"4475","Female","White","Highschool","TX","Age_18-29","unemployed",0
"4476","Female","White","Highschool","TX","Age_18-29","unemployed",0
"4477","Female","White","Highschool","TX","Age_18-29","unemployed",0
"4478","Female","White","Highschool","TX","Age_18-29","unemployed",1
"4479","Female","White","Highschool","TX","Age_30-44","unemployed",0
"4480","Female","White","Highschool","TX","Age_45-59","unemployed",1
"4481","Female","White","Highschool","TX","Age_45-59","unemployed",0
"4482","Female","White","Highschool","TX","Age_45-59","unemployed",1
"4483","Female","White","Highschool","TX","Age_45-59","unemployed",0
"4484","Female","White","Highschool","TX","Age_60-74","employed",1
"4485","Female","White","Highschool","TX","Age_60-74","unemployed",0
"4486","Female","White","Highschool","TX","Age_60-74","unemployed",1
"4487","Female","White","Highschool","TX","Age_60-74","unemployed",1
"4488","Female","White","Highschool","TX","Age_60-74","unemployed",1
"4489","Female","White","Highschool","TX","Age_60-74","unemployed",0
"4490","Female","White","Highschool","TX","Age_75+","unemployed",1
"4491","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4492","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4493","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4494","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4495","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4496","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4497","Female","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4498","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4499","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4500","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4501","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4502","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4503","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4504","Female","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4505","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4506","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4507","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4508","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4509","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4510","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4511","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4512","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4513","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4514","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4515","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4516","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4517","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4518","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4519","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4520","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4521","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4522","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4523","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4524","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4525","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4526","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4527","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4528","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4529","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4530","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4531","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4532","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4533","Female","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4534","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4535","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4536","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",1
"4537","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4538","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",1
"4539","Female","White","Undergraduates or similar degree","TX","Age_30-44","unemployed",0
"4540","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4541","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4542","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4543","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4544","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4545","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4546","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4547","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4548","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4549","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4550","Female","White","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4551","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4552","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4553","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4554","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",0
"4555","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4556","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4557","Female","White","Undergraduates or similar degree","TX","Age_45-59","unemployed",1
"4558","Female","White","Undergraduates or similar degree","TX","Age_60-74","employed",1
"4559","Female","White","Undergraduates or similar degree","TX","Age_60-74","employed",0
"4560","Female","White","Undergraduates or similar degree","TX","Age_60-74","employed",1
"4561","Female","White","Undergraduates or similar degree","TX","Age_60-74","employed",1
"4562","Female","White","Undergraduates or similar degree","TX","Age_60-74","employed",1
"4563","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4564","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4565","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4566","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4567","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4568","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4569","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4570","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4571","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4572","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4573","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4574","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4575","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4576","Female","White","Undergraduates or similar degree","TX","Age_60-74","unemployed",0
"4577","Female","White","Undergraduates or similar degree","TX","Age_75+","unemployed",0
"4578","Female","White","Undergraduates or similar degree","TX","Age_75+","unemployed",1
"4579","Female","White",NA,"TX","Age_18-29","employed",1
"4580","Female","White",NA,"TX","Age_18-29","unemployed",0
"4581","Female","White",NA,"TX","Age_18-29","unemployed",1
"4582","Female","White",NA,"TX","Age_30-44","employed",0
"4583","Female","White",NA,"TX","Age_30-44","employed",0
"4584","Female","White",NA,"TX","Age_30-44","unemployed",1
"4585","Female","White",NA,"TX","Age_30-44","unemployed",0
"4586","Female","White",NA,"TX","Age_45-59","employed",0
"4587","Female","White",NA,"TX","Age_45-59","employed",1
"4588","Female","White",NA,"TX","Age_45-59","employed",0
"4589","Female","White",NA,"TX","Age_45-59","unemployed",1
"4590","Female","White",NA,"TX","Age_60-74","employed",1
"4591","Male","Asian","Undergraduates or similar degree","TX","Age_60-74","unemployed",1
"4592","Male","Asian",NA,"TX","Age_30-44","employed",1
"4593","Male","Black","Graduates or higher degree","TX","Age_30-44","employed",0
"4594","Male","Black","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4595","Male","Black","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4596","Male","Black","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4597","Male","Black","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4598","Male","Black","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4599","Male","Black","Undergraduates or similar degree","TX","Age_45-59","employed",0
"4600","Male","Black",NA,"TX","Age_18-29","employed",0
"4601","Male","Black",NA,"TX","Age_18-29","unemployed",1
"4602","Male","Others","Highschool","TX","Age_18-29","employed",1
"4603","Male","Others","Highschool","TX","Age_30-44","employed",1
"4604","Male","Others","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4605","Male","Others","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4606","Male","Others","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4607","Male","Others","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4608","Male","Others","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4609","Male","Others","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4610","Male","Others","Undergraduates or similar degree","TX","Age_45-59","employed",1
"4611","Male","Others","Undergraduates or similar degree","TX","Age_60-74","employed",0
"4612","Male","Others",NA,"TX","Age_18-29","employed",1
"4613","Male","Others",NA,"TX","Age_18-29","unemployed",1
"4614","Male","Others",NA,"TX","Age_30-44","employed",0
"4615","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4616","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4617","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4618","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4619","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4620","Male","White","Graduates or higher degree","TX","Age_30-44","employed",0
"4621","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4622","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4623","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4624","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4625","Male","White","Graduates or higher degree","TX","Age_30-44","employed",0
"4626","Male","White","Graduates or higher degree","TX","Age_30-44","employed",0
"4627","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4628","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4629","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4630","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4631","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4632","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4633","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4634","Male","White","Graduates or higher degree","TX","Age_30-44","employed",1
"4635","Male","White","Graduates or higher degree","TX","Age_30-44","unemployed",1
"4636","Male","White","Graduates or higher degree","TX","Age_60-74","unemployed",1
"4637","Male","White","Graduates or higher degree","TX","Age_60-74","unemployed",0
"4638","Male","White","Highschool","TX","Age_18-29","employed",1
"4639","Male","White","Highschool","TX","Age_18-29","employed",1
"4640","Male","White","Highschool","TX","Age_18-29","employed",1
"4641","Male","White","Highschool","TX","Age_18-29","unemployed",0
"4642","Male","White","Highschool","TX","Age_30-44","employed",1
"4643","Male","White","Highschool","TX","Age_30-44","employed",1
"4644","Male","White","Highschool","TX","Age_30-44","employed",1
"4645","Male","White","Highschool","TX","Age_30-44","unemployed",0
"4646","Male","White","Highschool","TX","Age_30-44","unemployed",1
"4647","Male","White","Highschool","TX","Age_30-44","unemployed",1
"4648","Male","White","Highschool","TX","Age_45-59","employed",1
"4649","Male","White","Highschool","TX","Age_45-59","unemployed",1
"4650","Male","White","Highschool","TX","Age_45-59","unemployed",1
"4651","Male","White","Highschool","TX","Age_60-74","unemployed",1
"4652","Male","White","Highschool","TX","Age_60-74","unemployed",0
"4653","Male","White","Highschool","TX","Age_75+","unemployed",1
"4654","Male","White","Highschool","TX","Age_75+","unemployed",1
"4655","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4656","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4657","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4658","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4659","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4660","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4661","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",1
"4662","Male","White","Undergraduates or similar degree","TX","Age_18-29","employed",0
"4663","Male","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4664","Male","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",1
"4665","Male","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4666","Male","White","Undergraduates or similar degree","TX","Age_18-29","unemployed",0
"4667","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4668","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4669","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4670","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4671","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4672","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4673","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4674","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
"4675","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4676","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",0
"4677","Male","White","Undergraduates or similar degree","TX","Age_30-44","employed",1
